0.00000	-4.82333
0.02000	-8.82880
0.04000	-1.79755
0.06000	-1.49908
0.08000	-4.28411
0.10000	4.26404
0.12000	-0.84784
0.14000	-15.61669
0.16000	-9.84789
0.18000	8.37864
0.20000	7.20871
0.22000	-3.66034
0.24000	3.00233
0.26000	5.12376
0.28000	-2.13977
0.30000	3.69032
0.32000	12.13669
0.34000	8.56711
0.36000	-0.03482
0.38000	-1.25610
0.40000	2.64444
0.42000	4.78738
0.44000	5.12523
0.46000	1.99966
0.48000	0.37519
0.50000	2.18886
0.52000	-1.45187
0.54000	-4.81959
0.56000	0.00312
0.58000	-0.78733
0.60000	-6.23760
0.62000	-1.62901
0.64000	3.98760
0.66000	5.25172
0.68000	3.99267
0.70000	-3.98280
0.72000	-8.54303
0.74000	-1.68238
0.76000	4.25726
0.78000	-0.73860
0.80000	-4.69701
0.82000	-1.97260
0.84000	-2.80810
0.86000	-1.95152
0.88000	2.94012
0.90000	-0.37702
0.92000	-4.93422
0.94000	-0.90736
0.96000	-1.53949
0.98000	-3.68111
1.00000	4.74942
1.02000	8.71718
1.04000	3.62277
1.06000	-0.33541
1.08000	-3.26693
1.10000	-3.41534
1.12000	1.56195
1.14000	5.32046
1.16000	1.01557
1.18000	-5.61639
1.20000	-6.95595
1.22000	-6.04725
1.24000	-1.97003
1.26000	5.64163
1.28000	6.57743
1.30000	-0.29238
1.32000	-4.10639
1.34000	-0.36557
1.36000	2.60908
1.38000	0.90646
1.40000	3.09418
1.42000	4.61692
1.44000	-0.99101
1.46000	-2.94812
1.48000	1.41237
1.50000	3.09218
1.52000	-3.22242
1.54000	-10.70680
1.56000	-7.37254
1.58000	3.08630
1.60000	6.35264
1.62000	4.99335
1.64000	12.23472
1.66000	16.51524
1.68000	5.10039
1.70000	-1.97850
1.72000	5.43915
1.74000	8.91121
1.76000	3.62343
1.78000	-0.09971
1.80000	-0.87822
1.82000	0.25173
1.84000	0.78727
1.86000	-3.19359
1.88000	-7.09370
1.90000	-5.68641
1.92000	-2.78433
1.94000	-3.77413
1.96000	-5.11100
1.98000	-2.05350
2.00000	-0.06873
2.02000	-3.42459
2.04000	-3.78206
2.06000	0.80568
2.08000	-1.49918
2.10000	-8.41508
2.12000	-10.63513
2.14000	-8.19005
2.16000	1.42420
2.18000	7.77654
2.20000	2.06430
2.22000	3.47911
2.24000	14.87046
2.26000	15.63709
2.28000	6.08387
2.30000	1.33369
2.32000	1.04109
2.34000	-3.82753
2.36000	-8.56231
2.38000	-5.22570
2.40000	2.08017
2.42000	8.11576
2.44000	8.61169
2.46000	0.93109
2.48000	-2.19334
2.50000	6.92532
2.52000	13.54993
2.54000	7.56811
2.56000	-2.09203
2.58000	-0.43698
2.60000	3.64347
2.62000	-7.89200
2.64000	-17.80495
2.66000	-11.81344
2.68000	-4.99346
2.70000	-4.39163
2.72000	-7.45691
2.74000	-8.92002
2.76000	-4.91743
2.78000	-3.06596
2.80000	-4.95481
2.82000	-1.51616
2.84000	7.89880
2.86000	12.59737
2.88000	7.39094
2.90000	-0.09434
2.92000	-2.61443
2.94000	-1.18421
2.96000	0.55983
2.98000	4.34197
3.00000	8.38712
3.02000	0.74616
3.04000	-8.61697
3.06000	-2.10303
3.08000	-1.84322
3.10000	-14.08099
3.12000	-12.09972
3.14000	-1.39432
3.16000	5.21998
3.18000	6.61385
3.20000	5.65984
3.22000	12.78325
3.24000	10.72680
3.26000	-1.37250
3.28000	0.43353
3.30000	2.19454
3.32000	-2.13739
3.34000	-5.36533
3.36000	-9.77353
3.38000	-6.73769
3.40000	-0.07595
3.42000	3.03956
3.44000	5.96063
3.46000	8.16628
3.48000	8.39663
3.50000	5.79321
3.52000	2.31028
3.54000	-0.35196
3.56000	-2.73264
3.58000	-1.65965
3.60000	3.09914
3.62000	2.33181
3.64000	-6.88562
3.66000	-9.58964
3.68000	-2.67534
3.70000	-1.85684
3.72000	-5.38851
3.74000	-3.89191
3.76000	-1.73775
3.78000	-2.09309
3.80000	-2.51596
3.82000	-0.81891
3.84000	2.54698
3.86000	4.56349
3.88000	3.71250
3.90000	3.05689
3.92000	3.72560
3.94000	-0.42506
3.96000	-4.16772
3.98000	2.13444
4.00000	6.78966
4.02000	3.88794
4.04000	2.10644
4.06000	0.34414
4.08000	-4.54417
4.10000	-8.67239
4.12000	-4.43722
4.14000	-1.00153
4.16000	-4.05836
4.18000	3.12656
4.20000	0.85332
4.22000	-15.42930
4.24000	-8.27280
4.26000	0.94977
4.28000	-7.60390
4.30000	-6.39709
4.32000	2.41700
4.34000	0.85081
4.36000	-3.77799
4.38000	3.36013
4.40000	7.54234
4.42000	-0.78398
4.44000	1.79361
4.46000	8.46115
4.48000	2.62187
4.50000	3.13481
4.52000	12.12377
4.54000	11.91154
4.56000	4.82421
4.58000	1.39719
4.60000	-0.97877
4.62000	-3.25021
4.64000	-2.99187
4.66000	-12.09546
4.68000	-18.49640
4.70000	-4.27355
4.72000	2.68518
4.74000	-4.16495
4.76000	1.27672
4.78000	9.92424
4.80000	1.00031
4.82000	-9.94637
4.84000	-3.10154
4.86000	0.58800
4.88000	-8.57683
4.90000	-4.38411
4.92000	6.39794
4.94000	2.71085
4.96000	-3.52497
4.98000	-4.13848
5.00000	-3.37791
5.02000	2.95903
5.04000	7.07539
5.06000	0.44514
5.08000	4.42630
5.10000	15.05918
5.12000	4.80051
5.14000	-5.21266
5.16000	3.61830
5.18000	7.30717
5.20000	-3.26147
5.22000	-7.95819
5.24000	-1.13854
5.26000	-5.51896
5.28000	-14.89356
5.30000	-6.50987
5.32000	-1.03766
5.34000	-2.91682
5.36000	3.30651
5.38000	-2.60778
5.40000	-9.07944
5.42000	2.60488
5.44000	4.41456
5.46000	4.56296
5.48000	11.23246
5.50000	3.64044
5.52000	-0.94892
5.54000	6.80076
5.56000	11.80392
5.58000	13.54617
5.60000	13.53659
5.62000	2.84613
5.64000	-13.17062
5.66000	-7.98754
5.68000	6.17661
5.70000	0.44475
5.72000	-8.19322
5.74000	-7.56614
5.76000	-9.30876
5.78000	-11.44877
5.80000	-6.48814
5.82000	-3.33681
5.84000	-10.26031
5.86000	-7.73126
5.88000	-1.59723
5.90000	-15.17777
5.92000	-10.11563
5.94000	8.55128
5.96000	-3.74313
5.98000	-0.93002
6.00000	8.71258
6.02000	-9.76603
6.04000	4.25661
6.06000	24.03638
6.08000	3.95914
6.10000	-8.69290
6.12000	-8.24085
6.14000	-2.55555
6.16000	3.53402
6.18000	5.50022
6.20000	14.16164
6.22000	4.92656
6.24000	1.29102
6.26000	19.55753
6.28000	5.17111
6.30000	-8.45653
6.32000	8.66051
6.34000	8.10865
6.36000	0.14189
6.38000	-0.73239
6.40000	-8.09996
6.42000	-9.30155
6.44000	-3.52278
6.46000	1.88576
6.48000	3.86012
6.50000	-4.08258
6.52000	-12.05002
6.54000	-4.85769
6.56000	9.30758
6.58000	3.12646
6.60000	-13.89472
6.62000	-9.21056
6.64000	-3.92566
6.66000	-11.87312
6.68000	-5.70257
6.70000	3.37563
6.72000	0.04354
6.74000	4.84556
6.76000	5.61459
6.78000	-6.96777
6.80000	-2.00039
6.82000	1.75491
6.84000	-3.55081
6.86000	7.75202
6.88000	0.04749
6.90000	-18.06732
6.92000	-8.08264
6.94000	1.14333
6.96000	8.32877
6.98000	18.65751
7.00000	16.30335
7.02000	14.53221
7.04000	16.47171
7.06000	14.62802
7.08000	6.96483
7.10000	4.38794
7.12000	11.64298
7.14000	7.12439
7.16000	-2.31134
7.18000	-2.51128
7.20000	-4.95869
7.22000	-0.75669
7.24000	6.81482
7.26000	-6.84333
7.28000	-11.17462
7.30000	9.35571
7.32000	14.06933
7.34000	-0.38701
7.36000	-11.82472
7.38000	-3.71975
7.40000	13.97160
7.42000	15.32438
7.44000	10.29767
7.46000	3.22582
7.48000	-1.97502
7.50000	5.89369
7.52000	-3.90217
7.54000	-27.25274
7.56000	-19.53534
7.58000	2.57141
7.60000	3.94347
7.62000	-7.83516
7.64000	-9.42164
7.66000	1.18462
7.68000	7.04091
7.70000	9.46338
7.72000	7.37942
7.74000	-10.51873
7.76000	-17.97288
7.78000	-11.64301
7.80000	-14.13549
7.82000	5.36420
7.84000	25.78678
7.86000	0.84019
7.88000	-13.16779
7.90000	7.60280
7.92000	15.89322
7.94000	8.57454
7.96000	2.43441
7.98000	-5.00622
8.00000	-13.14504
8.02000	-3.80489
8.04000	12.74833
8.06000	4.29698
8.08000	5.19609
8.10000	15.44735
8.12000	-4.76992
8.14000	-6.07687
8.16000	7.51124
8.18000	-9.00086
8.20000	-10.97524
8.22000	4.80178
8.24000	1.23880
8.26000	-1.88817
8.28000	7.24831
8.30000	15.30416
8.32000	14.66492
8.34000	-2.74953
8.36000	-11.88989
8.38000	4.20185
8.40000	3.80745
8.42000	-2.77021
8.44000	9.19393
8.46000	-9.51376
8.48000	-29.08491
8.50000	2.16192
8.52000	18.33347
8.54000	3.50996
8.56000	1.96187
8.58000	-7.18692
8.60000	-19.84278
8.62000	-8.42639
8.64000	-5.46605
8.66000	-10.60383
8.68000	-5.44754
8.70000	-2.73480
8.72000	10.12997
8.74000	14.04953
8.76000	-1.59654
8.78000	-8.67491
8.80000	-10.08810
8.82000	-0.91623
8.84000	-1.91640
8.86000	-16.48121
8.88000	-4.59337
8.90000	-1.42399
8.92000	-6.76019
8.94000	14.11212
8.96000	14.88027
8.98000	-5.26998
9.00000	-10.28981
9.02000	0.40069
9.04000	11.76949
9.06000	1.21727
9.08000	-4.38443
9.10000	6.18099
9.12000	-12.39477
9.14000	-24.39250
9.16000	17.76398
9.18000	35.03507
9.20000	4.00447
9.22000	-10.32289
9.24000	-18.76410
9.26000	-18.95241
9.28000	-5.19615
9.30000	-6.00769
9.32000	-3.85293
9.34000	-0.88253
9.36000	10.85244
9.38000	22.77323
9.40000	-1.48787
9.42000	-5.96789
9.44000	6.75848
9.46000	1.29552
9.48000	13.26555
9.50000	3.67382
9.52000	-20.55810
9.54000	0.71793
9.56000	16.82228
9.58000	5.36396
9.60000	1.42865
9.62000	5.53962
9.64000	9.25043
9.66000	-0.11153
9.68000	-7.23455
9.70000	6.55961
9.72000	7.68111
9.74000	0.20755
9.76000	-2.59691
9.78000	-17.73436
9.80000	-9.28003
9.82000	11.83890
9.84000	10.75006
9.86000	2.37168
9.88000	-14.37779
9.90000	-1.43265
9.92000	21.14648
9.94000	-0.27702
9.96000	-3.52646
9.98000	15.34798
10.00000	3.81986
10.02000	-19.41463
10.04000	-16.01046
10.06000	13.11415
10.08000	15.49161
10.10000	-5.06240
10.12000	0.48571
10.14000	5.53980
10.16000	-3.48910
10.18000	7.67999
10.20000	8.52455
10.22000	-15.64575
10.24000	-14.79297
10.26000	-9.50147
10.28000	-11.85598
10.30000	15.78756
10.32000	27.03442
10.34000	2.77953
